row_id,token_index,token,true_tag,pred_tag,correct
8,2,banget,O,I-PRODUCT_POSITIVE,False
9,2,memuaskanterima,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
10,2,sesuai,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
10,4,so,I-PRODUCT_POSITIVE,B-PRODUCT_NEUTRAL,False
10,5,far,I-PRODUCT_POSITIVE,O,False
10,6,size,I-PRODUCT_POSITIVE,O,False
11,3,sekali,O,I-PRODUCT_POSITIVE,False
11,12,agak,I-PLACE_NEGATIVE,I-PRODUCT_NEGATIVE,False
12,1,buruk,I-PLACE_NEGATIVE,I-PLACE_POSITIVE,False
12,2,kasir,I-PLACE_NEGATIVE,B-PLACE_NEGATIVE,False
12,8,baik,I-PLACE_NEGATIVE,I-PLACE_POSITIVE,False
13,5,next,B-PLACE_POSITIVE,O,False
13,6,bakal,I-PLACE_POSITIVE,O,False
13,9,lain,I-PLACE_POSITIVE,O,False
14,4,tebel,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
14,20,ga,O,B-PRODUCT_POSITIVE,False
14,21,kekecilan,O,I-PRODUCT_POSITIVE,False
15,4,lembut,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
15,5,kain,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
15,6,nya,O,I-PRODUCT_POSITIVE,False
15,7,gokil,O,I-PRODUCT_POSITIVE,False
15,8,lahh,O,I-PRODUCT_NEUTRAL,False
16,10,masih,O,B-PRODUCT_NEGATIVE,False
18,4,lembut,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
18,5,kain,O,B-PRODUCT_POSITIVE,False
18,6,nya,O,I-PRODUCT_POSITIVE,False
18,7,gokil,O,I-PRODUCT_POSITIVE,False
18,8,lahh,O,I-PRODUCT_NEUTRAL,False
19,1,kualitas,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
19,2,produk,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
20,2,tebel,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
20,3,adem,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
20,4,tb,O,B-OUT_OF_TOPIC,False
20,5,170,O,I-OUT_OF_TOPIC,False
20,6,bb,O,I-OUT_OF_TOPIC,False
20,7,63,O,I-OUT_OF_TOPIC,False
20,8,ukuran,O,I-OUT_OF_TOPIC,False
20,9,m,O,I-OUT_OF_TOPIC,False
20,10,pas,O,I-OUT_OF_TOPIC,False
21,8,mantap,O,I-PRODUCT_POSITIVE,False
22,6,keren,O,I-PRODUCT_POSITIVE,False
23,3,dan,I-PRODUCT_POSITIVE,O,False
23,4,bahannya,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
23,6,nyaman,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
23,8,dan,I-PRODUCT_POSITIVE,O,False
23,9,ukurannya,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
23,12,di,I-PRODUCT_POSITIVE,O,False
23,13,badan,I-PRODUCT_POSITIVE,O,False
25,1,lainnya,O,I-PRODUCT_POSITIVE,False
25,2,juga,O,I-PRODUCT_POSITIVE,False
25,3,adem,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
27,1,bb,B-OUT_OF_TOPIC,O,False
27,2,70,I-OUT_OF_TOPIC,O,False
27,3,tb,I-OUT_OF_TOPIC,O,False
27,4,172,I-OUT_OF_TOPIC,O,False
27,5,pake,I-OUT_OF_TOPIC,O,False
28,3,hitam,O,I-PRODUCT_NEGATIVE,False
28,4,skrg,O,I-PRODUCT_POSITIVE,False
28,5,yg,O,I-PRODUCT_NEGATIVE,False
28,6,abu,O,I-PRODUCT_NEGATIVE,False
28,7,nyakarna,O,B-PRODUCT_POSITIVE,False
28,8,sekeren,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
28,21,lebar,O,I-PRODUCT_POSITIVE,False
29,1,ada,I-PRODUCT_POSITIVE,O,False
29,2,aksesoris,I-PRODUCT_POSITIVE,O,False
29,3,tas,I-PRODUCT_POSITIVE,O,False
29,4,sepatu,I-PRODUCT_POSITIVE,O,False
29,5,dll,I-PRODUCT_POSITIVE,O,False
29,12,wanita,O,B-PLACE_POSITIVE,False
29,13,parkir,O,B-PLACE_POSITIVE,False
29,14,luas,O,I-PLACE_POSITIVE,False
29,17,dan,O,I-PLACE_POSITIVE,False
29,22,ada,O,B-PLACE_NEUTRAL,False
29,23,tiga,O,I-PLACE_NEUTRAL,False
29,24,lantai,O,I-PLACE_NEUTRAL,False
29,51,tangga,O,B-PLACE_NEGATIVE,False
30,0,minta,B-PLACE_NEGATIVE,B-PRODUCT_NEGATIVE,False
30,1,warna,I-PLACE_NEGATIVE,B-PRODUCT_NEGATIVE,False
30,2,hitam,I-PLACE_NEGATIVE,I-PRODUCT_NEGATIVE,False
30,3,yang,I-PLACE_NEGATIVE,I-PRODUCT_NEGATIVE,False
30,4,datang,I-PLACE_NEGATIVE,I-PRODUCT_NEGATIVE,False
31,7,kualitasnyaa,O,I-PRODUCT_POSITIVE,False
31,10,badannya,O,I-PLACE_NEGATIVE,False
31,11,masih,O,B-PRODUCT_NEGATIVE,False
31,12,terlalu,B-PRODUCT_NEGATIVE,O,False
31,13,besar,I-PRODUCT_NEGATIVE,O,False
32,2,nyari,I-PRODUCT_POSITIVE,O,False
32,3,baju,I-PRODUCT_POSITIVE,B-PRODUCT_NEUTRAL,False
32,4,kaos,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
32,5,dan,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
32,6,clana,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
32,7,panjang,O,I-PRODUCT_NEUTRAL,False
32,8,ukuran,O,I-PRODUCT_NEUTRAL,False
32,9,bigsize,O,I-PRODUCT_NEUTRAL,False
33,2,bermacam,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
33,3,model,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
33,4,ada,O,B-PRICE_NEUTRAL,False
34,0,surganya,B-OUT_OF_TOPIC,B-PRODUCT_POSITIVE,False
34,1,para,I-OUT_OF_TOPIC,I-PRODUCT_POSITIVE,False
34,2,perempuan,I-OUT_OF_TOPIC,I-PLACE_POSITIVE,False
35,5,buat,I-PRODUCT_POSITIVE,O,False
35,6,anak,I-PRODUCT_POSITIVE,O,False
35,7,muda,I-PRODUCT_POSITIVE,O,False
36,0,another,B-PRODUCT_POSITIVE,O,False
36,1,favorite,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
36,2,local,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
36,3,brand,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
36,4,in,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
36,5,jogja,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
37,0,tempat,O,B-PLACE_POSITIVE,False
37,1,shopping,O,I-PLACE_POSITIVE,False
37,2,yang,O,I-PLACE_POSITIVE,False
37,3,lumayan,B-PRICE_POSITIVE,I-PRICE_POSITIVE,False
37,4,murah,I-PRICE_POSITIVE,B-PRICE_POSITIVE,False
37,6,harganya,I-PRICE_POSITIVE,B-PRICE_NEUTRAL,False
37,7,ada,O,I-PRICE_POSITIVE,False
37,10,branded,O,I-PRODUCT_NEUTRAL,False
37,12,kurang,O,B-PLACE_NEGATIVE,False
37,23,ada,O,I-PRICE_NEUTRAL,False
37,24,pakaian,O,I-PRICE_NEUTRAL,False
37,37,ada,B-PLACE_POSITIVE,O,False
37,39,motor,I-PLACE_POSITIVE,O,False
37,40,dan,I-PLACE_POSITIVE,O,False
37,41,mobil,I-PLACE_POSITIVE,O,False
37,46,tempat,B-PLACE_POSITIVE,B-PLACE_NEUTRAL,False
37,47,tidak,I-PLACE_POSITIVE,I-PLACE_NEUTRAL,False
37,48,terlalu,I-PLACE_POSITIVE,I-PLACE_NEUTRAL,False
37,49,ramai,I-PLACE_POSITIVE,I-PLACE_NEUTRAL,False
38,2,bahannya,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
38,3,saya,O,I-PRODUCT_POSITIVE,False
38,4,sukaaa,O,I-PRODUCT_POSITIVE,False
39,5,ga,I-PRODUCT_POSITIVE,O,False
39,6,kecewa,I-PRODUCT_POSITIVE,O,False
39,7,beli,I-PRODUCT_POSITIVE,O,False
39,8,di,B-PLACE_POSITIVE,O,False
39,9,sini,I-PLACE_POSITIVE,O,False
39,20,ga,O,B-PRODUCT_POSITIVE,False
39,21,kekecilan,O,I-PRODUCT_POSITIVE,False
40,0,sy,O,B-OUT_OF_TOPIC,False
40,1,tdk,O,I-PRODUCT_NEGATIVE,False
40,2,ngecek,O,I-PRODUCT_NEGATIVE,False
40,3,pas,O,I-PRODUCT_NEGATIVE,False
40,4,mau,O,I-PRODUCT_NEGATIVE,False
40,5,di,O,I-PRODUCT_NEGATIVE,False
40,6,strika,O,I-PRODUCT_NEGATIVE,False
40,7,baru,B-PRODUCT_NEGATIVE,B-OUT_OF_TOPIC,False
40,9,padahl,O,I-PRODUCT_NEGATIVE,False
40,10,cucinya,O,I-PRODUCT_NEGATIVE,False
40,11,tdk,O,I-PRODUCT_NEGATIVE,False
40,12,di,O,I-PRODUCT_NEGATIVE,False
40,20,next,O,B-PLACE_NEGATIVE,False
40,21,sblm,B-PRODUCT_NEGATIVE,I-PLACE_NEGATIVE,False
40,22,kirim,I-PRODUCT_NEGATIVE,I-PLACE_NEGATIVE,False
40,23,bisa,I-PRODUCT_NEGATIVE,O,False
40,24,di,I-PRODUCT_NEGATIVE,O,False
40,25,cek,I-PRODUCT_NEGATIVE,O,False
40,26,lg,I-PRODUCT_NEGATIVE,O,False
41,4,lengkap,I-PLACE_POSITIVE,I-PRODUCT_POSITIVE,False
41,6,kang,B-PLACE_NEGATIVE,O,False
41,7,parkirnya,I-PLACE_NEGATIVE,B-PLACE_POSITIVE,False
42,4,banyak,B-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
42,5,pilihan,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
43,1,adem,B-PLACE_POSITIVE,I-PRODUCT_POSITIVE,False
43,4,banyak,O,B-PRODUCT_POSITIVE,False
43,5,outfit,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
47,0,berada,O,B-OUT_OF_TOPIC,False
47,6,lumayan,O,B-PRODUCT_NEUTRAL,False
47,12,kaos,B-PRICE_POSITIVE,O,False
47,13,cuman,I-PRICE_POSITIVE,O,False
47,14,30rban,I-PRICE_POSITIVE,O,False
47,15,murah,O,B-PRICE_POSITIVE,False
47,20,kualitas,B-PRODUCT_POSITIVE,B-PRODUCT_NEUTRAL,False
47,21,barang2,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
47,22,disini,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
47,23,standar,I-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
47,24,aja,O,I-PRODUCT_NEUTRAL,False
47,25,sih,O,I-PRODUCT_NEUTRAL,False
48,0,nyaman,B-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
48,1,serta,O,I-PLACE_POSITIVE,False
48,2,pelayanan,B-PRICE_POSITIVE,B-PLACE_POSITIVE,False
48,3,ramah,I-PRICE_POSITIVE,I-PLACE_POSITIVE,False
49,2,d,O,I-PRODUCT_POSITIVE,False
49,3,pakek,O,I-PRODUCT_POSITIVE,False
50,0,kaos,O,B-PRODUCT_POSITIVE,False
50,7,bahan,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
50,8,ok,O,I-PRODUCT_POSITIVE,False
50,9,sekalii,O,I-PRODUCT_POSITIVE,False
51,0,sangat,O,B-PRODUCT_POSITIVE,False
51,1,memuaskan,O,I-PRODUCT_POSITIVE,False
51,4,banget,O,I-PRODUCT_POSITIVE,False
52,1,pertahankan,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
52,2,kualitasnya,I-PRODUCT_POSITIVE,B-PRODUCT_NEUTRAL,False
52,4,nyesel,I-PRODUCT_POSITIVE,O,False
52,5,order,I-PRODUCT_POSITIVE,O,False
52,6,pertama,I-PRODUCT_POSITIVE,O,False
52,7,kali,I-PRODUCT_POSITIVE,O,False
52,8,ga,I-PRODUCT_POSITIVE,O,False
52,9,mengecewakan,I-PRODUCT_POSITIVE,O,False
53,0,pas,O,B-PRODUCT_POSITIVE,False
53,1,bagus,O,I-PRODUCT_POSITIVE,False
53,2,pengen,O,I-OUT_OF_TOPIC,False
53,3,co,O,I-OUT_OF_TOPIC,False
53,4,lagi,O,I-PRODUCT_POSITIVE,False
54,0,another,B-PRODUCT_POSITIVE,O,False
54,1,favorite,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
54,2,local,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
54,3,brand,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
54,4,in,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
54,5,jogja,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
55,12,abizgausa,I-PRODUCT_POSITIVE,O,False
55,13,raguu,I-PRODUCT_POSITIVE,O,False
56,5,standar,B-PRODUCT_NEUTRAL,I-PRODUCT_NEUTRAL,False
56,7,panas,I-PRODUCT_NEGATIVE,I-PRODUCT_POSITIVE,False
56,9,beberapa,O,B-PRODUCT_NEGATIVE,False
56,10,benang,B-PRODUCT_NEGATIVE,I-PRODUCT_NEGATIVE,False
57,4,size,B-PRODUCT_POSITIVE,I-PRODUCT_POSITIVE,False
59,3,dan,I-PRODUCT_POSITIVE,O,False
59,4,adem,I-PRODUCT_POSITIVE,B-PRODUCT_POSITIVE,False
61,0,product,O,B-PRODUCT_POSITIVE,False
61,1,quality,O,I-PRODUCT_POSITIVE,False
61,6,untuk,O,I-PRODUCT_POSITIVE,False
61,7,panjang,O,B-PRODUCT_POSITIVE,False
61,8,nya,O,I-PRODUCT_POSITIVE,False
61,9,pas,O,I-PRODUCT_POSITIVE,False
61,11,aku,O,I-PRODUCT_NEUTRAL,False
61,12,oke,B-PRODUCT_POSITIVE,I-PRODUCT_NEUTRAL,False
61,13,banget,I-PRODUCT_POSITIVE,O,False
61,18,bisa,B-PRODUCT_POSITIVE,O,False
61,19,buat,I-PRODUCT_POSITIVE,O,False
61,20,banyak,I-PRODUCT_POSITIVE,O,False
61,21,baju,I-PRODUCT_POSITIVE,O,False
62,5,buat,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,6,off,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,7,line,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
62,8,nya,I-PROMOTION_NEUTRAL,I-PROMOTION_POSITIVE,False
63,4,stok,B-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
63,5,banyak,I-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
64,3,untuk,I-PRODUCT_POSITIVE,B-OUT_OF_TOPIC,False
64,4,tb,I-PRODUCT_POSITIVE,O,False
64,5,100,I-PRODUCT_POSITIVE,O,False
65,0,belanja,B-PLACE_POSITIVE,B-OUT_OF_TOPIC,False
65,4,deal,I-PLACE_POSITIVE,O,False
65,5,banget,I-PLACE_POSITIVE,O,False
65,6,kalo,I-PLACE_POSITIVE,O,False
65,7,pinter,I-PLACE_POSITIVE,O,False
65,8,milih,I-PLACE_POSITIVE,O,False
65,9,dpt,O,I-PRODUCT_POSITIVE,False
65,10,barang,O,B-PRODUCT_POSITIVE,False
65,11,branded,O,I-PRODUCT_POSITIVE,False
65,12,kerenkeren,O,I-PRODUCT_POSITIVE,False
65,14,best,O,I-PRODUCT_POSITIVE,False
66,0,gg,B-PRODUCT_POSITIVE,B-OUT_OF_TOPIC,False
66,1,kualitas,I-PRODUCT_POSITIVE,I-OUT_OF_TOPIC,False
66,3,gg,I-PRODUCT_POSITIVE,I-PRODUCT_NEGATIVE,False
68,2,utk,O,I-PLACE_POSITIVE,False
68,3,belanja,O,I-PLACE_POSITIVE,False
68,4,fashion,B-PRODUCT_POSITIVE,I-PLACE_POSITIVE,False
68,5,dan,I-PRODUCT_POSITIVE,O,False
68,6,aksesoris,I-PRODUCT_POSITIVE,O,False
68,8,dan,I-PRODUCT_POSITIVE,O,False
68,9,lokal,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
68,10,nyaman,I-PRODUCT_POSITIVE,B-PLACE_POSITIVE,False
68,11,menyenangkan,O,I-PLACE_POSITIVE,False
69,5,mantap,I-PRODUCT_POSITIVE,O,False
70,2,dan,O,I-PRODUCT_POSITIVE,False
